-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
